Athlete,Country,NOC,Season,Year,City,Sport,Event,Medal,Category
"Susanne Jean ""Susie"" Atwood",United States,USA,Summer,1972,Munich,Swimming,100m backstroke,Bronze,Women
"Susanne Jean ""Susie"" Atwood",United States,USA,Summer,1972,Munich,Swimming,200m backstroke,Silver,Women
"Susanne Jean ""Susie"" Atwood",United States,USA,Summer,1972,Munich,Swimming,4x100m medley relay,Gold,Women
Garnet Walter Ault,Canada,CAN,Summer,1928,Amsterdam,Swimming,4x200m freestyle relay,Bronze,Men
"Michael MacKay ""Mike"" Austin",United States,USA,Summer,1964,Tokyo,Swimming,4x100m freestyle relay,Gold,Men
Svetlana Viktorovna Babanina,Soviet Union,URS,Summer,1964,Tokyo,Swimming,200m breaststroke,Bronze,Women
Svetlana Viktorovna Babanina,Soviet Union,URS,Summer,1964,Tokyo,Swimming,4x100m medley relay,Bronze,Women
"Jack Babashoff, Jr.",United States,USA,Summer,1976,Montreal,Swimming,100m freestyle,Silver,Men
"Jack Babashoff, Jr.",United States,USA,Summer,1976,Montreal,Swimming,4x100m medley relay,Gold,Men
Shirley Frances Babashoff,United States,USA,Summer,1972,Munich,Swimming,100m freestyle,Silver,Women
Shirley Frances Babashoff,United States,USA,Summer,1972,Munich,Swimming,200m freestyle,Silver,Women
Shirley Frances Babashoff,United States,USA,Summer,1972,Munich,Swimming,4x100m freestyle relay,Gold,Women
Shirley Frances Babashoff,United States,USA,Summer,1972,Munich,Swimming,4x100m medley relay,Gold,Women
Shirley Frances Babashoff,United States,USA,Summer,1976,Montreal,Swimming,200m freestyle,Silver,Women
Shirley Frances Babashoff,United States,USA,Summer,1976,Montreal,Swimming,400m freestyle,Silver,Women
Shirley Frances Babashoff,United States,USA,Summer,1976,Montreal,Swimming,800m freestyle,Silver,Women
Shirley Frances Babashoff,United States,USA,Summer,1976,Montreal,Swimming,4x100m freestyle relay,Gold,Women
Shirley Frances Babashoff,United States,USA,Summer,1976,Montreal,Swimming,4x100m medley relay,Silver,Women
Robin James Backhaus,United States,USA,Summer,1972,Munich,Swimming,200m butterfly,Bronze,Men
Ernst Friedrich Bahnmeyer,Germany,GER,Summer,1906,Athina,Swimming,4 x 250m freestyle relay,Silver,Men
Angie Lee Bainbridge,Australia,AUS,Summer,2008,Beijing,Swimming,4x200m freestyle relay,Gold,Women
Angie Lee Bainbridge,Australia,AUS,Summer,2012,London,Swimming,4x200m freestyle relay,Silver,Women
Kathleen Baker,United States,USA,Summer,2016,Rio de Janeiro,Swimming,100m backstroke,Silver,Women
Kathleen Baker,United States,USA,Summer,2016,Rio de Janeiro,Swimming,4x100m medley relay,Gold,Women
Dmitry Igorevich Balandin,Kazakhstan,KAZ,Summer,2016,Rio de Janeiro,Swimming,200m breaststroke,Gold,Men
"Catherine Northcutt ""Catie"" Ball (-Condon)",United States,USA,Summer,1968,Mexico City,Swimming,4x100m medley relay,Gold,Women
Coralie Balmy,France,FRA,Summer,2012,London,Swimming,4x200m freestyle relay,Bronze,Women
Frank Baltrusch,East Germany,GDR,Summer,1988,Seoul,Swimming,200m backstroke,Silver,Men
Istvn Brny,Hungary,HUN,Summer,1928,Amsterdam,Swimming,100m freestyle,Silver,Men
Istvn Brny,Hungary,HUN,Summer,1932,Los Angeles,Swimming,4x200m freestyle relay,Bronze,Men
Georgina Bardach Martin,Argentina,ARG,Summer,2004,Athina,Swimming,400m individual medley,Bronze,Women
Florence Barker,Great Britain,GBR,Summer,1924,Paris,Swimming,4x100m freestyle relay,Silver,Women
Jane Louise Barkman (-Brown),United States,USA,Summer,1968,Mexico City,Swimming,200m freestyle,Bronze,Women
Jane Louise Barkman (-Brown),United States,USA,Summer,1968,Mexico City,Swimming,4x100m freestyle relay,Gold,Women
Jane Louise Barkman (-Brown),United States,USA,Summer,1972,Munich,Swimming,4x100m freestyle relay,Gold,Women
Bengt Baron,Sweden,SWE,Summer,1980,Moskva,Swimming,100m backstroke,Gold,Men
Bengt Baron,Sweden,SWE,Summer,1984,Los Angeles,Swimming,4x100m freestyle relay,Bronze,Men
"Mietje ""Marie"" Baron (-du Puy)",Netherlands,NED,Summer,1928,Amsterdam,Swimming,200m breaststroke,Silver,Women
"Elizabeth Cynthia ""Beth"" Barr (-Isaak)",United States,USA,Summer,1988,Seoul,Swimming,4x100m medley relay,Silver,Women
Bronte Amelia Arnold Barratt,Australia,AUS,Summer,2008,Beijing,Swimming,4x200m freestyle relay,Gold,Women
Bronte Amelia Arnold Barratt,Australia,AUS,Summer,2012,London,Swimming,200m freestyle,Bronze,Women
Bronte Amelia Arnold Barratt,Australia,AUS,Summer,2012,London,Swimming,4x200m freestyle relay,Silver,Women
Bronte Amelia Arnold Barratt,Australia,AUS,Summer,2016,Rio de Janeiro,Swimming,4x200m freestyle relay,Silver,Women
"Michael Ray ""Mike"" Barrowman",United States,USA,Summer,1992,Barcelona,Swimming,200m breaststroke,Gold,Men
Kroly Bartha,Hungary,HUN,Summer,1924,Paris,Swimming,100m backstroke,Bronze,Men
Iurie Bacatov,Soviet Union,URS,Summer,1988,Seoul,Swimming,4x100m freestyle relay,Silver,Men
Iurie Bacatov,Unified Team,EUN,Summer,1992,Barcelona,Swimming,4x100m freestyle relay,Silver,Men
Walter Bathe,Germany,GER,Summer,1912,Stockholm,Swimming,200m breaststroke,Gold,Men
Walter Bathe,Germany,GER,Summer,1912,Stockholm,Swimming,400m breaststroke,Gold,Men
Thomas Sydney Battersby,Great Britain,GBR,Summer,1908,London,Swimming,1500m freestyle,Silver,Men
Thomas Sydney Battersby,Great Britain,GBR,Summer,1912,Stockholm,Swimming,4x200m freestyle relay,Bronze,Men
Stefano Battistelli,Italy,ITA,Summer,1988,Seoul,Swimming,400m individual medley,Bronze,Men
Stefano Battistelli,Italy,ITA,Summer,1992,Barcelona,Swimming,200m backstroke,Bronze,Men
Sybil Lorina Bauer,United States,USA,Summer,1924,Paris,Swimming,100m backstroke,Gold,Women
"Alexander ""Alex"" Baumann",Canada,CAN,Summer,1984,Los Angeles,Swimming,200m individual medley,Gold,Men
"Alexander ""Alex"" Baumann",Canada,CAN,Summer,1984,Los Angeles,Swimming,400m individual medley,Gold,Men
Amanda Ray Beard (-Brown),United States,USA,Summer,1996,Atlanta,Swimming,100m breaststroke,Silver,Women
Amanda Ray Beard (-Brown),United States,USA,Summer,1996,Atlanta,Swimming,200m breaststroke,Silver,Women
Amanda Ray Beard (-Brown),United States,USA,Summer,1996,Atlanta,Swimming,4x100m medley relay,Gold,Women
Amanda Ray Beard (-Brown),United States,USA,Summer,2000,Sydney,Swimming,200m breaststroke,Bronze,Women
Amanda Ray Beard (-Brown),United States,USA,Summer,2004,Athina,Swimming,200m breaststroke,Gold,Women
Amanda Ray Beard (-Brown),United States,USA,Summer,2004,Athina,Swimming,200m individual medley,Silver,Women
Amanda Ray Beard (-Brown),United States,USA,Summer,2004,Athina,Swimming,4x100m medley relay,Silver,Women
"Francis Joseph Edmund ""Frank"" De Beaurepaire",Australasia,ANZ,Summer,1908,London,Swimming,400m freestyle,Silver,Men
"Francis Joseph Edmund ""Frank"" De Beaurepaire",Australasia,ANZ,Summer,1908,London,Swimming,1500m freestyle,Bronze,Men
"Francis Joseph Edmund ""Frank"" De Beaurepaire",Australia,AUS,Summer,1920,Antwerpen,Swimming,1500m freestyle,Bronze,Men
"Francis Joseph Edmund ""Frank"" De Beaurepaire",Australia,AUS,Summer,1920,Antwerpen,Swimming,4x200m freestyle relay,Silver,Men
"Francis Joseph Edmund ""Frank"" De Beaurepaire",Australia,AUS,Summer,1924,Paris,Swimming,1500m freestyle,Bronze,Men
"Francis Joseph Edmund ""Frank"" De Beaurepaire",Australia,AUS,Summer,1924,Paris,Swimming,4x200m freestyle relay,Silver,Men
Amber Gerganiya Beckitt (-Shelley),Australia,AUS,Summer,1960,Roma,Swimming,4x100m medley relay,Silver,Women
Gudrun Beckmann,West Germany,FRG,Summer,1972,Munich,Swimming,4x100m freestyle relay,Bronze,Women
Gudrun Beckmann,West Germany,FRG,Summer,1972,Munich,Swimming,4x100m medley relay,Bronze,Women
"Barbara Jane ""B. J."" Bedford (-Miller)",United States,USA,Summer,2000,Sydney,Swimming,4x100m medley relay,Gold,Women
Mary Esther Bedford (-Marran),South Africa,RSA,Summer,1928,Amsterdam,Swimming,4x100m freestyle relay,Bronze,Women
Roswitha Beier (-Sonntag),East Germany,GDR,Summer,1972,Munich,Swimming,100m butterfly,Silver,Women
Roswitha Beier (-Sonntag),East Germany,GDR,Summer,1972,Munich,Swimming,4x100m medley relay,Silver,Women
Elizabeth Lyon Beisel,United States,USA,Summer,2012,London,Swimming,200m backstroke,Bronze,Women
Elizabeth Lyon Beisel,United States,USA,Summer,2012,London,Swimming,400m individual medley,Silver,Women
Semyon Viktorovich Belits-Geyman,Soviet Union,URS,Summer,1968,Mexico City,Swimming,4x100m freestyle relay,Silver,Men
Semyon Viktorovich Belits-Geyman,Soviet Union,URS,Summer,1968,Mexico City,Swimming,4x200m freestyle relay,Bronze,Men
"Lynette ""Lyn"" Bell (-Chipchase)",Australia,AUS,Summer,1964,Tokyo,Swimming,4x100m freestyle relay,Silver,Women
"Lynette ""Lyn"" Bell (-Chipchase)",Australia,AUS,Summer,1968,Mexico City,Swimming,4x100m medley relay,Silver,Women
Mireia Belmonte Garca,Spain,ESP,Summer,2012,London,Swimming,800m freestyle,Silver,Women
Mireia Belmonte Garca,Spain,ESP,Summer,2012,London,Swimming,200m butterfly,Silver,Women
Mireia Belmonte Garca,Spain,ESP,Summer,2016,Rio de Janeiro,Swimming,200m butterfly,Gold,Women
Mireia Belmonte Garca,Spain,ESP,Summer,2016,Rio de Janeiro,Swimming,400m individual medley,Bronze,Women
"Melissa Louise Belote (-Hamlin, -Ripley)",United States,USA,Summer,1972,Munich,Swimming,100m backstroke,Gold,Women
"Melissa Louise Belote (-Hamlin, -Ripley)",United States,USA,Summer,1972,Munich,Swimming,200m backstroke,Gold,Women
"Melissa Louise Belote (-Hamlin, -Ripley)",United States,USA,Summer,1972,Munich,Swimming,4x100m medley relay,Gold,Women
Lindsay Dianne Benko (-Mintenko),United States,USA,Summer,2000,Sydney,Swimming,4x200m freestyle relay,Gold,Women
Lindsay Dianne Benko (-Mintenko),United States,USA,Summer,2004,Athina,Swimming,4x100m freestyle relay,Silver,Women
Lindsay Dianne Benko (-Mintenko),United States,USA,Summer,2004,Athina,Swimming,4x200m freestyle relay,Gold,Women
"Robert Earl ""Bob"" Bennett",United States,USA,Summer,1960,Roma,Swimming,100m backstroke,Bronze,Men
"Robert Earl ""Bob"" Bennett",United States,USA,Summer,1960,Roma,Swimming,4x100m medley relay,Gold,Men
"Robert Earl ""Bob"" Bennett",United States,USA,Summer,1964,Tokyo,Swimming,200m backstroke,Bronze,Men
"Robert Earl ""Bob"" Bennett",United States,USA,Summer,1964,Tokyo,Swimming,4x100m medley relay,Gold,Men
Brooke Marie Bennett (-Frioud),United States,USA,Summer,1996,Atlanta,Swimming,800m freestyle,Gold,Women
Brooke Marie Bennett (-Frioud),United States,USA,Summer,2000,Sydney,Swimming,400m freestyle,Gold,Women
Brooke Marie Bennett (-Frioud),United States,USA,Summer,2000,Sydney,Swimming,800m freestyle,Gold,Women
Neisser Santiago Bent Vzquez,Cuba,CUB,Summer,1996,Atlanta,Swimming,100m backstroke,Bronze,Men
"Joseph ""Gunnar"" Bentz",United States,USA,Summer,2016,Rio de Janeiro,Swimming,4x200m freestyle relay,Gold,Men
"Richard ""Ricky"" Berens",United States,USA,Summer,2008,Beijing,Swimming,4x200m freestyle relay,Gold,Men
"Richard ""Ricky"" Berens",United States,USA,Summer,2012,London,Swimming,4x100m freestyle relay,Silver,Men
"Richard ""Ricky"" Berens",United States,USA,Summer,2012,London,Swimming,4x200m freestyle relay,Gold,Men
"Aina Berg (-Brolin, -Heinze)",Sweden,SWE,Summer,1920,Antwerpen,Swimming,4x100m freestyle relay,Bronze,Women
"Aina Berg (-Brolin, -Heinze)",Sweden,SWE,Summer,1924,Paris,Swimming,4x100m freestyle relay,Bronze,Women
Glenn Stuart Beringen,Australia,AUS,Summer,1984,Los Angeles,Swimming,200m breaststroke,Silver,Men
"David Charles ""Dave"" Berkoff",United States,USA,Summer,1988,Seoul,Swimming,100m backstroke,Silver,Men
"David Charles ""Dave"" Berkoff",United States,USA,Summer,1988,Seoul,Swimming,4x100m medley relay,Gold,Men
"David Charles ""Dave"" Berkoff",United States,USA,Summer,1992,Barcelona,Swimming,100m backstroke,Bronze,Men
"David Charles ""Dave"" Berkoff",United States,USA,Summer,1992,Barcelona,Swimming,4x100m medley relay,Gold,Men
Alain Andr Louis Edmond Bernard,France,FRA,Summer,2008,Beijing,Swimming,50m freestyle,Bronze,Men
Alain Andr Louis Edmond Bernard,France,FRA,Summer,2008,Beijing,Swimming,100m freestyle,Gold,Men
Alain Andr Louis Edmond Bernard,France,FRA,Summer,2008,Beijing,Swimming,4x100m freestyle relay,Silver,Men
Alain Andr Louis Edmond Bernard,France,FRA,Summer,2012,London,Swimming,4x100m freestyle relay,Gold,Men
"Joseph ""Jo"" Bernardo Garcia Rodriguez Marinelli",France,FRA,Summer,1948,London,Swimming,4x200m freestyle relay,Bronze,Men
"Joseph ""Jo"" Bernardo Garcia Rodriguez Marinelli",France,FRA,Summer,1952,Helsinki,Swimming,4x200m freestyle relay,Bronze,Men
Kevin John Berry,Australia,AUS,Summer,1960,Roma,Swimming,4x100m medley relay,Silver,Men
Kevin John Berry,Australia,AUS,Summer,1964,Tokyo,Swimming,200m butterfly,Gold,Men
Kevin John Berry,Australia,AUS,Summer,1964,Tokyo,Swimming,4x100m medley relay,Bronze,Men
J. Bertrand,Tritons Lillois,FRA,Summer,1900,Paris,Swimming,200m team,Silver,Men
Ryan Thomas Berube,United States,USA,Summer,1996,Atlanta,Swimming,4x200m freestyle relay,Gold,Men
"Catharina Johanna ""Toos"" Beumer (-Krediet)",Netherlands,NED,Summer,1964,Tokyo,Swimming,4x100m freestyle relay,Bronze,Women
Ina Beyermann,West Germany,FRG,Summer,1984,Los Angeles,Swimming,200m butterfly,Bronze,Women
Ina Beyermann,West Germany,FRG,Summer,1984,Los Angeles,Swimming,4x100m medley relay,Silver,Women
Arno Bieberstein,Germany,GER,Summer,1908,London,Swimming,100m backstroke,Gold,Men
"Klena Geertje ""Klenie"" Bimolt (-de Jonge)",Netherlands,NED,Summer,1964,Tokyo,Swimming,4x100m medley relay,Silver,Women
"Matthew Nicholas ""Matt"" Biondi",United States,USA,Summer,1984,Los Angeles,Swimming,4x100m freestyle relay,Gold,Men
"Matthew Nicholas ""Matt"" Biondi",United States,USA,Summer,1988,Seoul,Swimming,50m freestyle,Gold,Men
"Matthew Nicholas ""Matt"" Biondi",United States,USA,Summer,1988,Seoul,Swimming,100m freestyle,Gold,Men
"Matthew Nicholas ""Matt"" Biondi",United States,USA,Summer,1988,Seoul,Swimming,200m freestyle,Bronze,Men
"Matthew Nicholas ""Matt"" Biondi",United States,USA,Summer,1988,Seoul,Swimming,4x100m freestyle relay,Gold,Men
"Matthew Nicholas ""Matt"" Biondi",United States,USA,Summer,1988,Seoul,Swimming,4x200m freestyle relay,Gold,Men
"Matthew Nicholas ""Matt"" Biondi",United States,USA,Summer,1988,Seoul,Swimming,100m butterfly,Silver,Men
"Matthew Nicholas ""Matt"" Biondi",United States,USA,Summer,1988,Seoul,Swimming,4x100m medley relay,Gold,Men
"Matthew Nicholas ""Matt"" Biondi",United States,USA,Summer,1992,Barcelona,Swimming,50m freestyle,Silver,Men
"Matthew Nicholas ""Matt"" Biondi",United States,USA,Summer,1992,Barcelona,Swimming,4x100m freestyle relay,Gold,Men
"Matthew Nicholas ""Matt"" Biondi",United States,USA,Summer,1992,Barcelona,Swimming,4x100m medley relay,Gold,Men
"ura ""urica"" Bjedov",Yugoslavia,YUG,Summer,1968,Mexico City,Swimming,100m breaststroke,Gold,Women
"ura ""urica"" Bjedov",Yugoslavia,YUG,Summer,1968,Mexico City,Swimming,200m breaststroke,Silver,Women
"Kimberly A. ""Kim"" Black",United States,USA,Summer,2000,Sydney,Swimming,4x200m freestyle relay,Gold,Women
Ethelda Marguerite Bleibtrey (-Schlatke),United States,USA,Summer,1920,Antwerpen,Swimming,100m freestyle,Gold,Women
Ethelda Marguerite Bleibtrey (-Schlatke),United States,USA,Summer,1920,Antwerpen,Swimming,300m freestyle,Gold,Women
Ethelda Marguerite Bleibtrey (-Schlatke),United States,USA,Summer,1920,Antwerpen,Swimming,4x100m freestyle relay,Gold,Women
"Richard Adolph ""Dick"" Blick",United States,USA,Summer,1960,Roma,Swimming,4x200m freestyle relay,Gold,Men
"Grard Blitz, Jr.",Belgium,BEL,Summer,1920,Antwerpen,Swimming,100m backstroke,Bronze,Men
Pernille Blume,Denmark,DEN,Summer,2016,Rio de Janeiro,Swimming,50m freestyle,Gold,Women
Pernille Blume,Denmark,DEN,Summer,2016,Rio de Janeiro,Swimming,4x100m medley relay,Bronze,Women
"Leslie ""Les"" Boardman",Australasia,ANZ,Summer,1912,Stockholm,Swimming,4x200m freestyle relay,Gold,Men
Andrey Nikolayevich Bogdanov,Soviet Union,URS,Summer,1976,Montreal,Swimming,4x200m freestyle relay,Silver,Men
Yuliya Alekseyevna Bogdanova,Soviet Union,URS,Summer,1980,Moskva,Swimming,200m breaststroke,Bronze,Women
Wendy Lou Lansbach Boglioli,United States,USA,Summer,1976,Montreal,Swimming,4x100m freestyle relay,Gold,Women
Wendy Lou Lansbach Boglioli,United States,USA,Summer,1976,Montreal,Swimming,100m butterfly,Bronze,Women
Wendy Lou Lansbach Boglioli,United States,USA,Summer,1976,Montreal,Swimming,4x100m medley relay,Silver,Women
Tanya Bogomilova-Dangalakova,Bulgaria,BUL,Summer,1988,Seoul,Swimming,100m breaststroke,Gold,Women
Jean Auguste Boiteux,France,FRA,Summer,1952,Helsinki,Swimming,400m freestyle,Gold,Men
Jean Auguste Boiteux,France,FRA,Summer,1952,Helsinki,Swimming,4x200m freestyle relay,Bronze,Men
Charlotte Bonnet,France,FRA,Summer,2012,London,Swimming,4x200m freestyle relay,Bronze,Women
Frank Ewen Booth,United States,USA,Summer,1932,Los Angeles,Swimming,4x200m freestyle relay,Silver,Men
Rachel Kristine Bootsma,United States,USA,Summer,2012,London,Swimming,4x100m medley relay,Gold,Women
Claes ke Borg,Sweden,SWE,Summer,1924,Paris,Swimming,4x200m freestyle relay,Bronze,Men
Claes Arne Borg,Sweden,SWE,Summer,1924,Paris,Swimming,400m freestyle,Silver,Men
Claes Arne Borg,Sweden,SWE,Summer,1924,Paris,Swimming,1500m freestyle,Silver,Men
Claes Arne Borg,Sweden,SWE,Summer,1924,Paris,Swimming,4x200m freestyle relay,Bronze,Men
Claes Arne Borg,Sweden,SWE,Summer,1928,Amsterdam,Swimming,400m freestyle,Bronze,Men
Claes Arne Borg,Sweden,SWE,Summer,1928,Amsterdam,Swimming,1500m freestyle,Gold,Men
Gustavo Frana Borges,Brazil,BRA,Summer,1992,Barcelona,Swimming,100m freestyle,Silver,Men
Gustavo Frana Borges,Brazil,BRA,Summer,1996,Atlanta,Swimming,100m freestyle,Bronze,Men
Gustavo Frana Borges,Brazil,BRA,Summer,1996,Atlanta,Swimming,200m freestyle,Silver,Men
Gustavo Frana Borges,Brazil,BRA,Summer,2000,Sydney,Swimming,4x100m freestyle relay,Bronze,Men
Oleksiy Yevhenovych Boryslavskiy,Soviet Union,URS,Summer,1988,Seoul,Swimming,4x100m freestyle relay,Silver,Men
"Molly Ray Botkin (-Rossiter, -Trees)",United States,USA,Summer,1960,Roma,Swimming,4x100m freestyle relay,Gold,Women
"Elizabeth Anne ""Beth"" Botsford",United States,USA,Summer,1996,Atlanta,Swimming,100m backstroke,Gold,Women
"Elizabeth Anne ""Beth"" Botsford",United States,USA,Summer,1996,Atlanta,Swimming,4x100m medley relay,Gold,Women
"Joseph Stuart ""Joe"" Bottom",United States,USA,Summer,1976,Montreal,Swimming,100m butterfly,Silver,Men
"Joseph Stuart ""Joe"" Bottom",United States,USA,Summer,1976,Montreal,Swimming,4x100m medley relay,Gold,Men
Frederick Munroe Bourne,Canada,CAN,Summer,1928,Amsterdam,Swimming,4x200m freestyle relay,Bronze,Men
"Frdric Thierry Roger ""Frd"" Bousquet",France,FRA,Summer,2008,Beijing,Swimming,4x100m freestyle relay,Silver,Men
George Richard Lycott Bovell,Trinidad and Tobago,TTO,Summer,2004,Athina,Swimming,200m individual medley,Bronze,Men
Gilbert Fernand Charles Bozon,France,FRA,Summer,1952,Helsinki,Swimming,100m backstroke,Silver,Men
Walter Brack,Germany,GER,Summer,1904,St. Louis,Swimming,100 yard backstroke,Gold,Men
Walter Brack,Germany,GER,Summer,1904,St. Louis,Swimming,440 yard breaststroke,Silver,Men
Dirk Braunleder,West Germany,FRG,Summer,1976,Montreal,Swimming,4x100m medley relay,Bronze,Men
Elaine Breeden (-Penrose),United States,USA,Summer,2008,Beijing,Swimming,4x100m medley relay,Silver,Women
George Thomas Breen,United States,USA,Summer,1956,Melbourne,Swimming,400m freestyle,Bronze,Men
George Thomas Breen,United States,USA,Summer,1956,Melbourne,Swimming,1500m freestyle,Bronze,Men
George Thomas Breen,United States,USA,Summer,1956,Melbourne,Swimming,4x200m freestyle relay,Silver,Men
George Thomas Breen,United States,USA,Summer,1960,Roma,Swimming,1500m freestyle,Bronze,Men
Emiliano Brembilla,Italy,ITA,Summer,2004,Athina,Swimming,4x200m freestyle relay,Bronze,Men
Daniela Brendel,Germany,GER,Summer,1992,Barcelona,Swimming,4x100m medley relay,Silver,Women
Graeme Thomas Brewer,Australia,AUS,Summer,1980,Moskva,Swimming,200m freestyle,Bronze,Men
"Elizabeth Evadna ""Betty"" Brey (Mullen-)",United States,USA,Summer,1956,Melbourne,Swimming,4x100m freestyle relay,Silver,Women
Ralph Theodore Breyer,United States,USA,Summer,1924,Paris,Swimming,4x200m freestyle relay,Gold,Men
Erika Eloise Bricker (-Holderith),United States,USA,Summer,1964,Tokyo,Swimming,4x100m freestyle relay,Gold,Women
Alice W. Bridges (-Roche),United States,USA,Summer,1936,Berlin,Swimming,100m backstroke,Bronze,Women
"Bradley Michael ""Brad"" Bridgewater",United States,USA,Summer,1996,Atlanta,Swimming,200m backstroke,Gold,Men
Karin Brienesse,Netherlands,NED,Summer,1988,Seoul,Swimming,4x100m freestyle relay,Silver,Women
Enith Sijtje Maria Brigitha (-Salle),Netherlands,NED,Summer,1976,Montreal,Swimming,100m freestyle,Bronze,Women
Enith Sijtje Maria Brigitha (-Salle),Netherlands,NED,Summer,1976,Montreal,Swimming,200m freestyle,Bronze,Women
Brian Brinkley,Great Britain,GBR,Summer,1976,Montreal,Swimming,4x200m freestyle relay,Bronze,Men
Grant Tyson Brits,Australia,AUS,Summer,2008,Beijing,Swimming,4x200m freestyle relay,Bronze,Men
Leith Brodie,Australia,AUS,Summer,2008,Beijing,Swimming,4x100m freestyle relay,Bronze,Men
Leith Brodie,Australia,AUS,Summer,2008,Beijing,Swimming,4x200m freestyle relay,Bronze,Men
Neil Brooks,Australia,AUS,Summer,1980,Moskva,Swimming,4x100m medley relay,Gold,Men
Neil Brooks,Australia,AUS,Summer,1984,Los Angeles,Swimming,4x100m freestyle relay,Silver,Men
