Athlete,Country,NOC,Season,Year,City,Sport,Event,Medal,Category
"Susanne Jean ""Susie"" Atwood",United States,USA,Summer,1972,Munich,Swimming,200M Backstroke,Silver,Women
"Susanne Jean ""Susie"" Atwood",United States,USA,Summer,1972,Munich,Swimming,4X100M Medley Relay,Gold,Women
Garnet Walter Ault,Canada,CAN,Summer,1928,Amsterdam,Swimming,4X200M Freestyle Relay,Bronze,Men
"Michael Mackay ""Mike"" Austin",United States,USA,Summer,1964,Tokyo,Swimming,4X100M Freestyle Relay,Gold,Men
Svetlana Viktorovna Babanina,Soviet Union,URS,Summer,1964,Tokyo,Swimming,200M Breaststroke,Bronze,Women
Svetlana Viktorovna Babanina,Soviet Union,URS,Summer,1964,Tokyo,Swimming,4X100M Medley Relay,Bronze,Women
"Jack Babashoff, Jr.",United States,USA,Summer,1976,Montreal,Swimming,100M Freestyle,Silver,Men
"Jack Babashoff, Jr.",United States,USA,Summer,1976,Montreal,Swimming,4X100M Medley Relay,Gold,Men
Shirley Frances Babashoff,United States,USA,Summer,1972,Munich,Swimming,100M Freestyle,Silver,Women
Shirley Frances Babashoff,United States,USA,Summer,1972,Munich,Swimming,200M Freestyle,Silver,Women
Shirley Frances Babashoff,United States,USA,Summer,1972,Munich,Swimming,4X100M Freestyle Relay,Gold,Women
Shirley Frances Babashoff,United States,USA,Summer,1972,Munich,Swimming,4X100M Medley Relay,Gold,Women
Shirley Frances Babashoff,United States,USA,Summer,1976,Montreal,Swimming,200M Freestyle,Silver,Women
Shirley Frances Babashoff,United States,USA,Summer,1976,Montreal,Swimming,400M Freestyle,Silver,Women
Shirley Frances Babashoff,United States,USA,Summer,1976,Montreal,Swimming,800M Freestyle,Silver,Women
Shirley Frances Babashoff,United States,USA,Summer,1976,Montreal,Swimming,4X100M Freestyle Relay,Gold,Women
Shirley Frances Babashoff,United States,USA,Summer,1976,Montreal,Swimming,4X100M Medley Relay,Silver,Women
Robin James Backhaus,United States,USA,Summer,1972,Munich,Swimming,200M Butterfly,Bronze,Men
Ernst Friedrich Bahnmeyer,Germany,GER,Summer,1906,Athina,Swimming,4 X 250M Freestyle Relay,Silver,Men
Angie Lee Bainbridge,Australia,AUS,Summer,2008,Beijing,Swimming,4X200M Freestyle Relay,Gold,Women
Angie Lee Bainbridge,Australia,AUS,Summer,2012,London,Swimming,4X200M Freestyle Relay,Silver,Women
Kathleen Baker,United States,USA,Summer,2016,Rio De Janeiro,Swimming,100M Backstroke,Silver,Women
Kathleen Baker,United States,USA,Summer,2016,Rio De Janeiro,Swimming,4X100M Medley Relay,Gold,Women
Dmitry Igorevich Balandin,Kazakhstan,KAZ,Summer,2016,Rio De Janeiro,Swimming,200M Breaststroke,Gold,Men
"Catherine Northcutt ""Catie"" Ball (-Condon)",United States,USA,Summer,1968,Mexico City,Swimming,4X100M Medley Relay,Gold,Women
Coralie Balmy,France,FRA,Summer,2012,London,Swimming,4X200M Freestyle Relay,Bronze,Women
Frank Baltrusch,East Germany,GDR,Summer,1988,Seoul,Swimming,200M Backstroke,Silver,Men
Istvn Brny,Hungary,HUN,Summer,1928,Amsterdam,Swimming,100M Freestyle,Silver,Men
Istvn Brny,Hungary,HUN,Summer,1932,Los Angeles,Swimming,4X200M Freestyle Relay,Bronze,Men
Georgina Bardach Martin,Argentina,ARG,Summer,2004,Athina,Swimming,400M Individual Medley,Bronze,Women
Florence Barker,Great Britain,GBR,Summer,1924,Paris,Swimming,4X100M Freestyle Relay,Silver,Women
Jane Louise Barkman (-Brown),United States,USA,Summer,1968,Mexico City,Swimming,200M Freestyle,Bronze,Women
Jane Louise Barkman (-Brown),United States,USA,Summer,1968,Mexico City,Swimming,4X100M Freestyle Relay,Gold,Women
Jane Louise Barkman (-Brown),United States,USA,Summer,1972,Munich,Swimming,4X100M Freestyle Relay,Gold,Women
Bengt Baron,Sweden,SWE,Summer,1980,Moskva,Swimming,100M Backstroke,Gold,Men
Bengt Baron,Sweden,SWE,Summer,1984,Los Angeles,Swimming,4X100M Freestyle Relay,Bronze,Men
"Mietje ""Marie"" Baron (-Du Puy)",Netherlands,NED,Summer,1928,Amsterdam,Swimming,200M Breaststroke,Silver,Women
"Elizabeth Cynthia ""Beth"" Barr (-Isaak)",United States,USA,Summer,1988,Seoul,Swimming,4X100M Medley Relay,Silver,Women
Bronte Amelia Arnold Barratt,Australia,AUS,Summer,2008,Beijing,Swimming,4X200M Freestyle Relay,Gold,Women
Bronte Amelia Arnold Barratt,Australia,AUS,Summer,2012,London,Swimming,200M Freestyle,Bronze,Women
Bronte Amelia Arnold Barratt,Australia,AUS,Summer,2012,London,Swimming,4X200M Freestyle Relay,Silver,Women
Bronte Amelia Arnold Barratt,Australia,AUS,Summer,2016,Rio De Janeiro,Swimming,4X200M Freestyle Relay,Silver,Women
"Michael Ray ""Mike"" Barrowman",United States,USA,Summer,1992,Barcelona,Swimming,200M Breaststroke,Gold,Men
Kroly Bartha,Hungary,HUN,Summer,1924,Paris,Swimming,100M Backstroke,Bronze,Men
Iurie Bacatov,Soviet Union,URS,Summer,1988,Seoul,Swimming,4X100M Freestyle Relay,Silver,Men
Iurie Bacatov,Unified Team,EUN,Summer,1992,Barcelona,Swimming,4X100M Freestyle Relay,Silver,Men
Walter Bathe,Germany,GER,Summer,1912,Stockholm,Swimming,200M Breaststroke,Gold,Men
Walter Bathe,Germany,GER,Summer,1912,Stockholm,Swimming,400M Breaststroke,Gold,Men
Thomas Sydney Battersby,Great Britain,GBR,Summer,1908,London,Swimming,1500M Freestyle,Silver,Men
Thomas Sydney Battersby,Great Britain,GBR,Summer,1912,Stockholm,Swimming,4X200M Freestyle Relay,Bronze,Men
Stefano Battistelli,Italy,ITA,Summer,1988,Seoul,Swimming,400M Individual Medley,Bronze,Men
Stefano Battistelli,Italy,ITA,Summer,1992,Barcelona,Swimming,200M Backstroke,Bronze,Men
Sybil Lorina Bauer,United States,USA,Summer,1924,Paris,Swimming,100M Backstroke,Gold,Women
"Alexander ""Alex"" Baumann",Canada,CAN,Summer,1984,Los Angeles,Swimming,200M Individual Medley,Gold,Men
"Alexander ""Alex"" Baumann",Canada,CAN,Summer,1984,Los Angeles,Swimming,400M Individual Medley,Gold,Men
Amanda Ray Beard (-Brown),United States,USA,Summer,1996,Atlanta,Swimming,100M Breaststroke,Silver,Women
Amanda Ray Beard (-Brown),United States,USA,Summer,1996,Atlanta,Swimming,200M Breaststroke,Silver,Women
Amanda Ray Beard (-Brown),United States,USA,Summer,1996,Atlanta,Swimming,4X100M Medley Relay,Gold,Women
Amanda Ray Beard (-Brown),United States,USA,Summer,2000,Sydney,Swimming,200M Breaststroke,Bronze,Women
Amanda Ray Beard (-Brown),United States,USA,Summer,2004,Athina,Swimming,200M Breaststroke,Gold,Women
Amanda Ray Beard (-Brown),United States,USA,Summer,2004,Athina,Swimming,200M Individual Medley,Silver,Women
Amanda Ray Beard (-Brown),United States,USA,Summer,2004,Athina,Swimming,4X100M Medley Relay,Silver,Women
"Francis Joseph Edmund ""Frank"" De Beaurepaire",Australasia,ANZ,Summer,1908,London,Swimming,400M Freestyle,Silver,Men
"Francis Joseph Edmund ""Frank"" De Beaurepaire",Australasia,ANZ,Summer,1908,London,Swimming,1500M Freestyle,Bronze,Men
"Francis Joseph Edmund ""Frank"" De Beaurepaire",Australia,AUS,Summer,1920,Antwerpen,Swimming,1500M Freestyle,Bronze,Men
"Francis Joseph Edmund ""Frank"" De Beaurepaire",Australia,AUS,Summer,1920,Antwerpen,Swimming,4X200M Freestyle Relay,Silver,Men
"Francis Joseph Edmund ""Frank"" De Beaurepaire",Australia,AUS,Summer,1924,Paris,Swimming,1500M Freestyle,Bronze,Men
"Francis Joseph Edmund ""Frank"" De Beaurepaire",Australia,AUS,Summer,1924,Paris,Swimming,4X200M Freestyle Relay,Silver,Men
Amber Gerganiya Beckitt (-Shelley),Australia,AUS,Summer,1960,Roma,Swimming,4X100M Medley Relay,Silver,Women
Gudrun Beckmann,West Germany,FRG,Summer,1972,Munich,Swimming,4X100M Freestyle Relay,Bronze,Women
Gudrun Beckmann,West Germany,FRG,Summer,1972,Munich,Swimming,4X100M Medley Relay,Bronze,Women
"Barbara Jane ""B. J."" Bedford (-Miller)",United States,USA,Summer,2000,Sydney,Swimming,4X100M Medley Relay,Gold,Women
Mary Esther Bedford (-Marran),South Africa,RSA,Summer,1928,Amsterdam,Swimming,4X100M Freestyle Relay,Bronze,Women
Roswitha Beier (-Sonntag),East Germany,GDR,Summer,1972,Munich,Swimming,100M Butterfly,Silver,Women
Roswitha Beier (-Sonntag),East Germany,GDR,Summer,1972,Munich,Swimming,4X100M Medley Relay,Silver,Women
Elizabeth Lyon Beisel,United States,USA,Summer,2012,London,Swimming,200M Backstroke,Bronze,Women
Elizabeth Lyon Beisel,United States,USA,Summer,2012,London,Swimming,400M Individual Medley,Silver,Women
Semyon Viktorovich Belits-Geyman,Soviet Union,URS,Summer,1968,Mexico City,Swimming,4X100M Freestyle Relay,Silver,Men
Semyon Viktorovich Belits-Geyman,Soviet Union,URS,Summer,1968,Mexico City,Swimming,4X200M Freestyle Relay,Bronze,Men
"Lynette ""Lyn"" Bell (-Chipchase)",Australia,AUS,Summer,1964,Tokyo,Swimming,4X100M Freestyle Relay,Silver,Women
"Lynette ""Lyn"" Bell (-Chipchase)",Australia,AUS,Summer,1968,Mexico City,Swimming,4X100M Medley Relay,Silver,Women
Mireia Belmonte Garca,Spain,ESP,Summer,2012,London,Swimming,800M Freestyle,Silver,Women
Mireia Belmonte Garca,Spain,ESP,Summer,2012,London,Swimming,200M Butterfly,Silver,Women
Mireia Belmonte Garca,Spain,ESP,Summer,2016,Rio De Janeiro,Swimming,200M Butterfly,Gold,Women
Mireia Belmonte Garca,Spain,ESP,Summer,2016,Rio De Janeiro,Swimming,400M Individual Medley,Bronze,Women
"Melissa Louise Belote (-Hamlin, -Ripley)",United States,USA,Summer,1972,Munich,Swimming,100M Backstroke,Gold,Women
"Melissa Louise Belote (-Hamlin, -Ripley)",United States,USA,Summer,1972,Munich,Swimming,200M Backstroke,Gold,Women
"Melissa Louise Belote (-Hamlin, -Ripley)",United States,USA,Summer,1972,Munich,Swimming,4X100M Medley Relay,Gold,Women
Lindsay Dianne Benko (-Mintenko),United States,USA,Summer,2000,Sydney,Swimming,4X200M Freestyle Relay,Gold,Women
Lindsay Dianne Benko (-Mintenko),United States,USA,Summer,2004,Athina,Swimming,4X100M Freestyle Relay,Silver,Women
Lindsay Dianne Benko (-Mintenko),United States,USA,Summer,2004,Athina,Swimming,4X200M Freestyle Relay,Gold,Women
"Robert Earl ""Bob"" Bennett",United States,USA,Summer,1960,Roma,Swimming,100M Backstroke,Bronze,Men
"Robert Earl ""Bob"" Bennett",United States,USA,Summer,1960,Roma,Swimming,4X100M Medley Relay,Gold,Men
"Robert Earl ""Bob"" Bennett",United States,USA,Summer,1964,Tokyo,Swimming,200M Backstroke,Bronze,Men
"Robert Earl ""Bob"" Bennett",United States,USA,Summer,1964,Tokyo,Swimming,4X100M Medley Relay,Gold,Men
Brooke Marie Bennett (-Frioud),United States,USA,Summer,1996,Atlanta,Swimming,800M Freestyle,Gold,Women
Brooke Marie Bennett (-Frioud),United States,USA,Summer,2000,Sydney,Swimming,400M Freestyle,Gold,Women
Brooke Marie Bennett (-Frioud),United States,USA,Summer,2000,Sydney,Swimming,800M Freestyle,Gold,Women
Neisser Santiago Bent Vzquez,Cuba,CUB,Summer,1996,Atlanta,Swimming,100M Backstroke,Bronze,Men
"Joseph ""Gunnar"" Bentz",United States,USA,Summer,2016,Rio De Janeiro,Swimming,4X200M Freestyle Relay,Gold,Men
"Richard ""Ricky"" Berens",United States,USA,Summer,2008,Beijing,Swimming,4X200M Freestyle Relay,Gold,Men
"Richard ""Ricky"" Berens",United States,USA,Summer,2012,London,Swimming,4X100M Freestyle Relay,Silver,Men
"Richard ""Ricky"" Berens",United States,USA,Summer,2012,London,Swimming,4X200M Freestyle Relay,Gold,Men
"Aina Berg (-Brolin, -Heinze)",Sweden,SWE,Summer,1920,Antwerpen,Swimming,4X100M Freestyle Relay,Bronze,Women
"Aina Berg (-Brolin, -Heinze)",Sweden,SWE,Summer,1924,Paris,Swimming,4X100M Freestyle Relay,Bronze,Women
Glenn Stuart Beringen,Australia,AUS,Summer,1984,Los Angeles,Swimming,200M Breaststroke,Silver,Men
"David Charles ""Dave"" Berkoff",United States,USA,Summer,1988,Seoul,Swimming,100M Backstroke,Silver,Men
"David Charles ""Dave"" Berkoff",United States,USA,Summer,1988,Seoul,Swimming,4X100M Medley Relay,Gold,Men
"David Charles ""Dave"" Berkoff",United States,USA,Summer,1992,Barcelona,Swimming,100M Backstroke,Bronze,Men
"David Charles ""Dave"" Berkoff",United States,USA,Summer,1992,Barcelona,Swimming,4X100M Medley Relay,Gold,Men
Alain Andr Louis Edmond Bernard,France,FRA,Summer,2008,Beijing,Swimming,50M Freestyle,Bronze,Men
Alain Andr Louis Edmond Bernard,France,FRA,Summer,2008,Beijing,Swimming,100M Freestyle,Gold,Men
Alain Andr Louis Edmond Bernard,France,FRA,Summer,2008,Beijing,Swimming,4X100M Freestyle Relay,Silver,Men
Alain Andr Louis Edmond Bernard,France,FRA,Summer,2012,London,Swimming,4X100M Freestyle Relay,Gold,Men
"Joseph ""Jo"" Bernardo Garcia Rodriguez Marinelli",France,FRA,Summer,1948,London,Swimming,4X200M Freestyle Relay,Bronze,Men
"Joseph ""Jo"" Bernardo Garcia Rodriguez Marinelli",France,FRA,Summer,1952,Helsinki,Swimming,4X200M Freestyle Relay,Bronze,Men
Kevin John Berry,Australia,AUS,Summer,1960,Roma,Swimming,4X100M Medley Relay,Silver,Men
Kevin John Berry,Australia,AUS,Summer,1964,Tokyo,Swimming,200M Butterfly,Gold,Men
Kevin John Berry,Australia,AUS,Summer,1964,Tokyo,Swimming,4X100M Medley Relay,Bronze,Men
J. Bertrand,Tritons Lillois,FRA,Summer,1900,Paris,Swimming,200M Team,Silver,Men
Ryan Thomas Berube,United States,USA,Summer,1996,Atlanta,Swimming,4X200M Freestyle Relay,Gold,Men
"Catharina Johanna ""Toos"" Beumer (-Krediet)",Netherlands,NED,Summer,1964,Tokyo,Swimming,4X100M Freestyle Relay,Bronze,Women
Ina Beyermann,West Germany,FRG,Summer,1984,Los Angeles,Swimming,200M Butterfly,Bronze,Women
Ina Beyermann,West Germany,FRG,Summer,1984,Los Angeles,Swimming,4X100M Medley Relay,Silver,Women
Arno Bieberstein,Germany,GER,Summer,1908,London,Swimming,100M Backstroke,Gold,Men
"Klena Geertje ""Klenie"" Bimolt (-De Jonge)",Netherlands,NED,Summer,1964,Tokyo,Swimming,4X100M Medley Relay,Silver,Women
"Matthew Nicholas ""Matt"" Biondi",United States,USA,Summer,1984,Los Angeles,Swimming,4X100M Freestyle Relay,Gold,Men
"Matthew Nicholas ""Matt"" Biondi",United States,USA,Summer,1988,Seoul,Swimming,50M Freestyle,Gold,Men
"Matthew Nicholas ""Matt"" Biondi",United States,USA,Summer,1988,Seoul,Swimming,100M Freestyle,Gold,Men
"Matthew Nicholas ""Matt"" Biondi",United States,USA,Summer,1988,Seoul,Swimming,200M Freestyle,Bronze,Men
"Matthew Nicholas ""Matt"" Biondi",United States,USA,Summer,1988,Seoul,Swimming,4X100M Freestyle Relay,Gold,Men
"Matthew Nicholas ""Matt"" Biondi",United States,USA,Summer,1988,Seoul,Swimming,4X200M Freestyle Relay,Gold,Men
"Matthew Nicholas ""Matt"" Biondi",United States,USA,Summer,1988,Seoul,Swimming,100M Butterfly,Silver,Men
"Matthew Nicholas ""Matt"" Biondi",United States,USA,Summer,1988,Seoul,Swimming,4X100M Medley Relay,Gold,Men
"Matthew Nicholas ""Matt"" Biondi",United States,USA,Summer,1992,Barcelona,Swimming,50M Freestyle,Silver,Men
"Matthew Nicholas ""Matt"" Biondi",United States,USA,Summer,1992,Barcelona,Swimming,4X100M Freestyle Relay,Gold,Men
"Matthew Nicholas ""Matt"" Biondi",United States,USA,Summer,1992,Barcelona,Swimming,4X100M Medley Relay,Gold,Men
"Ura ""Urica"" Bjedov",Yugoslavia,YUG,Summer,1968,Mexico City,Swimming,100M Breaststroke,Gold,Women
"Ura ""Urica"" Bjedov",Yugoslavia,YUG,Summer,1968,Mexico City,Swimming,200M Breaststroke,Silver,Women
"Kimberly A. ""Kim"" Black",United States,USA,Summer,2000,Sydney,Swimming,4X200M Freestyle Relay,Gold,Women
Ethelda Marguerite Bleibtrey (-Schlatke),United States,USA,Summer,1920,Antwerpen,Swimming,100M Freestyle,Gold,Women
Ethelda Marguerite Bleibtrey (-Schlatke),United States,USA,Summer,1920,Antwerpen,Swimming,300M Freestyle,Gold,Women
Ethelda Marguerite Bleibtrey (-Schlatke),United States,USA,Summer,1920,Antwerpen,Swimming,4X100M Freestyle Relay,Gold,Women
"Richard Adolph ""Dick"" Blick",United States,USA,Summer,1960,Roma,Swimming,4X200M Freestyle Relay,Gold,Men
"Grard Blitz, Jr.",Belgium,BEL,Summer,1920,Antwerpen,Swimming,100M Backstroke,Bronze,Men
Pernille Blume,Denmark,DEN,Summer,2016,Rio De Janeiro,Swimming,50M Freestyle,Gold,Women
Pernille Blume,Denmark,DEN,Summer,2016,Rio De Janeiro,Swimming,4X100M Medley Relay,Bronze,Women
"Leslie ""Les"" Boardman",Australasia,ANZ,Summer,1912,Stockholm,Swimming,4X200M Freestyle Relay,Gold,Men
Andrey Nikolayevich Bogdanov,Soviet Union,URS,Summer,1976,Montreal,Swimming,4X200M Freestyle Relay,Silver,Men
Yuliya Alekseyevna Bogdanova,Soviet Union,URS,Summer,1980,Moskva,Swimming,200M Breaststroke,Bronze,Women
Wendy Lou Lansbach Boglioli,United States,USA,Summer,1976,Montreal,Swimming,4X100M Freestyle Relay,Gold,Women
Wendy Lou Lansbach Boglioli,United States,USA,Summer,1976,Montreal,Swimming,100M Butterfly,Bronze,Women
Wendy Lou Lansbach Boglioli,United States,USA,Summer,1976,Montreal,Swimming,4X100M Medley Relay,Silver,Women
Tanya Bogomilova-Dangalakova,Bulgaria,BUL,Summer,1988,Seoul,Swimming,100M Breaststroke,Gold,Women
Jean Auguste Boiteux,France,FRA,Summer,1952,Helsinki,Swimming,400M Freestyle,Gold,Men
Jean Auguste Boiteux,France,FRA,Summer,1952,Helsinki,Swimming,4X200M Freestyle Relay,Bronze,Men
Charlotte Bonnet,France,FRA,Summer,2012,London,Swimming,4X200M Freestyle Relay,Bronze,Women
Frank Ewen Booth,United States,USA,Summer,1932,Los Angeles,Swimming,4X200M Freestyle Relay,Silver,Men
Rachel Kristine Bootsma,United States,USA,Summer,2012,London,Swimming,4X100M Medley Relay,Gold,Women
Claes Ke Borg,Sweden,SWE,Summer,1924,Paris,Swimming,4X200M Freestyle Relay,Bronze,Men
Claes Arne Borg,Sweden,SWE,Summer,1924,Paris,Swimming,400M Freestyle,Silver,Men
Claes Arne Borg,Sweden,SWE,Summer,1924,Paris,Swimming,1500M Freestyle,Silver,Men
Claes Arne Borg,Sweden,SWE,Summer,1924,Paris,Swimming,4X200M Freestyle Relay,Bronze,Men
Claes Arne Borg,Sweden,SWE,Summer,1928,Amsterdam,Swimming,400M Freestyle,Bronze,Men
Claes Arne Borg,Sweden,SWE,Summer,1928,Amsterdam,Swimming,1500M Freestyle,Gold,Men
Gustavo Frana Borges,Brazil,BRA,Summer,1992,Barcelona,Swimming,100M Freestyle,Silver,Men
Gustavo Frana Borges,Brazil,BRA,Summer,1996,Atlanta,Swimming,100M Freestyle,Bronze,Men
Gustavo Frana Borges,Brazil,BRA,Summer,1996,Atlanta,Swimming,200M Freestyle,Silver,Men
Gustavo Frana Borges,Brazil,BRA,Summer,2000,Sydney,Swimming,4X100M Freestyle Relay,Bronze,Men
Oleksiy Yevhenovych Boryslavskiy,Soviet Union,URS,Summer,1988,Seoul,Swimming,4X100M Freestyle Relay,Silver,Men
"Molly Ray Botkin (-Rossiter, -Trees)",United States,USA,Summer,1960,Roma,Swimming,4X100M Freestyle Relay,Gold,Women
"Elizabeth Anne ""Beth"" Botsford",United States,USA,Summer,1996,Atlanta,Swimming,100M Backstroke,Gold,Women
"Elizabeth Anne ""Beth"" Botsford",United States,USA,Summer,1996,Atlanta,Swimming,4X100M Medley Relay,Gold,Women
"Joseph Stuart ""Joe"" Bottom",United States,USA,Summer,1976,Montreal,Swimming,100M Butterfly,Silver,Men
"Joseph Stuart ""Joe"" Bottom",United States,USA,Summer,1976,Montreal,Swimming,4X100M Medley Relay,Gold,Men
Frederick Munroe Bourne,Canada,CAN,Summer,1928,Amsterdam,Swimming,4X200M Freestyle Relay,Bronze,Men
"Frdric Thierry Roger ""Frd"" Bousquet",France,FRA,Summer,2008,Beijing,Swimming,4X100M Freestyle Relay,Silver,Men
George Richard Lycott Bovell,Trinidad And Tobago,TTO,Summer,2004,Athina,Swimming,200M Individual Medley,Bronze,Men
Gilbert Fernand Charles Bozon,France,FRA,Summer,1952,Helsinki,Swimming,100M Backstroke,Silver,Men
Walter Brack,Germany,GER,Summer,1904,St. Louis,Swimming,100M Yard Backstroke,Gold,Men
Walter Brack,Germany,GER,Summer,1904,St. Louis,Swimming,440M Yard Breaststroke,Silver,Men
Dirk Braunleder,West Germany,FRG,Summer,1976,Montreal,Swimming,4X100M Medley Relay,Bronze,Men
Elaine Breeden (-Penrose),United States,USA,Summer,2008,Beijing,Swimming,4X100M Medley Relay,Silver,Women
George Thomas Breen,United States,USA,Summer,1956,Melbourne,Swimming,400M Freestyle,Bronze,Men
George Thomas Breen,United States,USA,Summer,1956,Melbourne,Swimming,1500M Freestyle,Bronze,Men
George Thomas Breen,United States,USA,Summer,1956,Melbourne,Swimming,4X200M Freestyle Relay,Silver,Men
George Thomas Breen,United States,USA,Summer,1960,Roma,Swimming,1500M Freestyle,Bronze,Men
Emiliano Brembilla,Italy,ITA,Summer,2004,Athina,Swimming,4X200M Freestyle Relay,Bronze,Men
Daniela Brendel,Germany,GER,Summer,1992,Barcelona,Swimming,4X100M Medley Relay,Silver,Women
Graeme Thomas Brewer,Australia,AUS,Summer,1980,Moskva,Swimming,200M Freestyle,Bronze,Men
"Elizabeth Evadna ""Betty"" Brey (Mullen-)",United States,USA,Summer,1956,Melbourne,Swimming,4X100M Freestyle Relay,Silver,Women
Ralph Theodore Breyer,United States,USA,Summer,1924,Paris,Swimming,4X200M Freestyle Relay,Gold,Men
Erika Eloise Bricker (-Holderith),United States,USA,Summer,1964,Tokyo,Swimming,4X100M Freestyle Relay,Gold,Women
Alice W. Bridges (-Roche),United States,USA,Summer,1936,Berlin,Swimming,100M Backstroke,Bronze,Women
"Bradley Michael ""Brad"" Bridgewater",United States,USA,Summer,1996,Atlanta,Swimming,200M Backstroke,Gold,Men
Karin Brienesse,Netherlands,NED,Summer,1988,Seoul,Swimming,4X100M Freestyle Relay,Silver,Women
Enith Sijtje Maria Brigitha (-Salle),Netherlands,NED,Summer,1976,Montreal,Swimming,100M Freestyle,Bronze,Women
Enith Sijtje Maria Brigitha (-Salle),Netherlands,NED,Summer,1976,Montreal,Swimming,200M Freestyle,Bronze,Women
Brian Brinkley,Great Britain,GBR,Summer,1976,Montreal,Swimming,4X200M Freestyle Relay,Bronze,Men
Grant Tyson Brits,Australia,AUS,Summer,2008,Beijing,Swimming,4X200M Freestyle Relay,Bronze,Men
Leith Brodie,Australia,AUS,Summer,2008,Beijing,Swimming,4X100M Freestyle Relay,Bronze,Men
Leith Brodie,Australia,AUS,Summer,2008,Beijing,Swimming,4X200M Freestyle Relay,Bronze,Men
Neil Brooks,Australia,AUS,Summer,1980,Moskva,Swimming,4X100M Medley Relay,Gold,Men
Neil Brooks,Australia,AUS,Summer,1984,Los Angeles,Swimming,4X100M Freestyle Relay,Silver,Men
Neil Brooks,Australia,AUS,Summer,1984,Los Angeles,Swimming,4X100M Medley Relay,Bronze,Men
"Gregory John ""Greg"" Brough",Australia,AUS,Summer,1968,Mexico City,Swimming,1500M Freestyle,Bronze,Men
"Thomas Edwin ""Tom"" Bruce",United States,USA,Summer,1972,Munich,Swimming,100M Breaststroke,Silver,Men
"Thomas Edwin ""Tom"" Bruce",United States,USA,Summer,1972,Munich,Swimming,4X100M Medley Relay,Gold,Men
